tweet,happy_score,angry_score,surprise_score,sad_score,fear_score
coastal grasses tiny driftwood piece seascape beach painting uklockdown,0.0,0.0,0.0,0.0,0.0
the whole street came out at 8pm to cheer for people like my mum; a front line nurse it was rather moving so proud and grateful ☺️ ❤️ 👏🏻 🏥 clapforourcarers uklockdown nhsthankyou,0.33,0.0,0.22,0.11,0.33
day 30 of the uk lockdown,1.0,0.0,0.0,0.0,0.0
hey so went out to get some shopping observing all the rules i passed 4 youths smoking weed under the bridge by manor drive on the harrier side disgraceful uklockdown,0.0,0.12,0.12,0.25,0.5
today an aquarium and sandpit time uklockdown,0.0,0.0,0.0,0.0,0.0
the park outside my house has been busier this week than i’ve ever seen it uklockdown,0.0,0.0,0.5,0.0,0.5
me and my best friend have been playing the same snapchat game since the uk lockdown started and we are yet to get bored of it,0.25,0.0,0.25,0.25,0.25
uk lockdown day 5 bitbot,1.0,0.0,0.0,0.0,0.0
when afterlife2 comes out i don't know whether to binge watch it or make it last through a significant portion of uklockdown can't wait either way,0.14,0.14,0.29,0.29,0.14
how are you getting on workingfromhome here are my top tips as you are adjusting to the newnormal changetips uklockdown wfh coronavirus - tips for working from home for extended periods via,0.0,0.0,0.2,0.6,0.2
here is another one of my jokeoftheday no2 via uklockdown uklockdownunite stayhome stayhomesavelives stayathome stayatsavelives,0.0,0.0,0.0,0.0,0.0
breaking: not a good news for corona outbreak boris johnson tests positive and diagnosed with the covid_19 chinesevirus19 coronavillains coronavirusoutbreak uklockdown,0.5,0.0,0.5,0.0,0.0
uklockdown so far; - broke 2 cars - driving a petrol car for the first time in years and now diesel is typically cheaper ( ) - bought a lot of food online - played a lot of sims (same shit different day tbh) - drank a lot of free work coffee,0.17,0.0,0.25,0.25,0.33
everyone nhsheroes nhsapplause nhsthankyou nhsuk coronavirusukvideos uklockdown nhs staff they were so happy after we did aplaud for nhs yesterday i though we could do more by wearing all the same this shirts and hodies it sayd thank u nhs,0.5,0.0,0.0,0.5,0.0
uk won't be 'back to normal' from coronavirus lockdown for six months or longer london and the whole of the uk lockdown to last for months,0.0,0.0,0.0,0.0,1.0
national news: coronavirus: world's oldest man's 112th birthday celebrations cancelled during uk lockdown,1.0,0.0,0.0,0.0,0.0
gotta sort my printer out so i can scan my wageslips sort out some updates software from blender market rescue my cash/stash some &amp; order me 3 new dvds can order the other 4 on thur/fri gonna stick a film on &amp; do something useful everyone else being productive uklockdown,0.0,0.0,0.0,0.0,1.0
lovely initiative from to make some of the films available for free our last pre uklockdown outing was to see them at tunbridge wells,0.5,0.25,0.0,0.25,0.0
now is the time for windowwatch as quietness takes over the streets lostpets will start to reveal themselves findzucco nevergiveup petsarelove catsarelove covid19 uklockdown lockdownuk lockdownforlove coronalockdown washyourhandssavelives washyourpawsstayindoors,0.0,0.0,0.67,0.33,0.0
"my question was ""i'm wondering why so many people are so certain that a uk lockdown is essential "" if you are right and we need to wait a week to see if lockdown is working then my question at this point is very pertinent not premature",0.0,0.0,0.38,0.0,0.62
or - you could use uklockdown to expand your repertoire &amp; post a new routine every day (&amp; still have plenty for small (in person) social gatherings too)😀,0.5,0.0,0.0,0.0,0.5
after boris now health secretary what is happening in uk people stay in home if you not feel well check at the earliest don't take it slightly uklockdown uk ukgoverment ukcoronavirus boris coronalockdown coronavillains coronavirus coronaupdate coronavirusoutbreak,0.0,0.33,0.0,0.67,0.0
we do not need a letter sent out to the nation it’s a waste of paper and money especially if it’s going to tell us absolutely nothing new covid19 uklockdown,0.0,0.2,0.0,0.2,0.6
looking beautiful last night in the exercise uklockdown,0.5,0.0,0.0,0.5,0.0
where the logic country on lockdown - everyone who pays taxes and works for a living are stranded but every tax dodging junkie and benefit cheat are roaming the streets 🤷‍♂️ uklockdown scotland covid19,0.0,0.0,0.25,0.25,0.5
me and the boys getting a fresh haircut once this is all over uklockdown,0.0,0.0,0.0,0.0,0.0
episode 6 is now live this week we look at uklockdown due to the coronavirus pandemic the weekly chat ep 6 : coronavirus lockdown,0.0,0.0,0.0,1.0,0.0
what’s going on with the stars tonight uk - moving nw right next to the moon - looks like a line of little stars all moving in a row stars nightsky uklockdown uk lookoutside,0.0,0.0,0.0,0.0,1.0
have you noticed changes to wildlife due to the uk lockdown if you've spotted wildlife behaving differently due to fewer people outside would like to hear from you,0.0,0.0,0.0,0.0,1.0
uk lockdown should last until june according to a top epidemiologist as global covid19 death toll passes 30 000 follow the latest coronavirus updates here: coronaupdate,0.0,0.0,0.5,0.0,0.5
coronavirus: belarus president refuses to cancel anything - and says vodka and saunas will ward off covid_19 uklockdown covid,0.0,0.0,0.67,0.33,0.0
my girl waiting for the daily family walk like you wouldn't believe dogsoftwitter dailyexercise uklockdown,0.0,0.2,0.6,0.0,0.2
omg omg omg i am going to be sooo beach ready this summer ok i admit that beach is the dune sea in tatooine i honestly cant stop baking and eating all of the snacks send socially distant help jabba uklockdown coronalockdown,0.27,0.0,0.36,0.09,0.27
no the downward revision in this case is maybe 10% our response to disease (remember the uk lockdown is only a few days old i think) and just revising assumptions based on much better data seriously read the article they were off by an order of magnitude,0.17,0.0,0.33,0.5,0.0
retweet and like for full lockdown safe lives stay at home stayathomeandstaysafe covid19 covid_19 coronaupdate saturdaythoughts stayhomesavelives lockdown uklockdown,0.0,0.5,0.0,0.5,0.0
when borris announces that the uk lockdown is over,0.0,0.0,0.0,0.0,0.0
lockdown git up stayhomesavelives uklockdown,0.0,0.0,0.0,0.0,0.0
it's not that i really care how poorly-informed you are or otherwise it's just i'd advise you to mentally prepare yourself for a uk lockdown that lasts to the end of april at least,0.0,0.0,0.5,0.0,0.5
italy was on total lockdown by 10 000 covid-19 cases uklockdown just sayin,0.0,0.0,0.0,0.0,0.0
day seven of uklockdown a week complete and its starting to really scare me i am scared for not only my mental health but others i know being inside is safer for everyone but it's not safer for my mental health it's starting to take its toll keeponkeepingon,0.33,0.0,0.33,0.33,0.0
i hid this in teignmouth weeks ago btw probably be a year before someone finds it still i’m sure it’ll make someone grin one day uklockdown,0.17,0.33,0.0,0.17,0.33
day 3 of uk lockdown - first day of many online tutor sessions between ash &amp; beckyblink41 on zoom: worked a treat and gave me an hours peace to get on with my work 🤣 decided to go all feng shui and re-organise the…,0.25,0.0,0.25,0.0,0.5
"askskynews fastforward: uk lockdown eases some normality restored all ""safe"" again then another traveller arrives in the uk say from africa infected but not showing signs goes on to infect a few people are we back to 1st base and another 3 months lockdown",0.0,0.0,0.2,0.2,0.6
monty pythonesque so check out our friends and the funny comments laugh it's the only thing you can jobs worth covid19 smile thelockdown coronavirus saturdaynighttakeway uklockdown stayhome bbb2o2o,0.33,0.0,0.33,0.0,0.33
my physical copies of sonic issue 27 won't be coming now as the store i get the series from closed and haven't gotten any shipments for it hoping that they will come once the uk lockdown is over brought the issue digitally though in the meantime and absolutely loved it,0.33,0.0,0.17,0.33,0.17
the uklockdown will end far sooner if people actually follow the guidelines it’s all well and good recording yourself clapping for the nhs to get your face online but if you go out the next day and flaunt the rules you may aswell not have bothered whencoronavirusisover,0.25,0.0,0.12,0.25,0.38
🤣 no i am a published kids author i get paid for that twice a year i've got a novel for grown ups out later this year no i'm a high school english teacher currently teaching my kids online due to uk lockdown laws,0.33,0.0,0.17,0.17,0.33
still not being observed- drivers out unnecessarily during uk lockdown healthinnovations pharma health stocks legal coronavirus via,0.0,0.0,0.0,0.0,1.0
when the news of a uk lockdown was finally announced on monday it genuinely felt like the beginning of the end of everything as we knew it and maybe it is but to be honest i've actually felt a lot more positive in the days since,0.12,0.0,0.12,0.62,0.12
the government needs to clarify when a fine is reasonable police forces are clearly not capable of doing so issuing unreasonable fines and even implying criminal convictions coronavirustruth covid19 uklockdown,0.25,0.0,0.0,0.25,0.5
x💥new💥 ⬇️126 things to do in lockdown⬇️ lockdown selfisolationgame selfisolation socialdistanacing socialdistancinguk covid19 covid_19 coronavirus coronavirusuk thingstodo ukblogger uklockdown birminghamblogger,0.0,0.0,1.0,0.0,0.0
day three of uklockdown i walked the dog wrote two articles built a frame and rearranged my bedroom again read about ten chapters of my book smoked and drank too much wine i am so bored any covid2019 cornoravirusuk activity suggestions,0.2,0.2,0.0,0.4,0.2
uk prime minister boris johnson tested positive for coronavirus uk uklockdownnow uklockdown coronavirusoutbreak coronaviruslockdown coronaviruspandemic covid19australia covid19 coviduk coviduk19 covidaustralia borisjohnson boris,0.0,0.0,0.0,0.0,1.0
uklockdown must be lifted gradually may last six months,0.0,0.0,0.0,0.0,1.0
uk lockdown day 8: top tip: avoid eating anything that could affect a filling i lost one last night and it’s going to be a while before the hole can be plugged all the dentist could offer was painkillers and antibiotics if it becomes infected,0.1,0.0,0.1,0.4,0.4
coronavirus: police break up 'massive' karaoke party during uk lockdown all these want to be put on file and if they get it are not allowed into a hospital should they need to go measures/ xodirtwvzew twitter,0.0,0.0,0.33,0.67,0.0
it's strange (in a lovely kind of way) but since i've been selfisolating (ie author situation normal) i've had more people contacting me and calling pasts to check i'm ok than they ever did before perhaps i simply *look* ill uklockdown amwriting,0.4,0.0,0.2,0.2,0.2
ok so boris johnson has tested positive for corona😭 i guess washing his hands singing happy birthday wasnt enough for him 😂 i am fully convinced this country is doomed 😬 borisjohnson coronalockdown covid2019 uklockdown,0.25,0.0,0.25,0.25,0.25
much yes china locked down at 830 reported cases and has a total of 3295 deaths (so far) this is ~4x when the uk locked down it had ~6000 cases the absolute minimum uk deaths = 24 000 but the uk lockdown is nowhere near as good as china's (eg the tube still runs),0.14,0.0,0.0,0.14,0.71
lots more of these exclusive encounters to come folks use saturday while selfisolating in uklockdown to catch up,0.0,0.0,0.0,1.0,0.0
very strong editorial of the editor in chief of the lancet richard horton covid19 uklockdown offline: covid-19 and the nhs—“a national scandal” - the lancet offline: covid-19 and the nhs—“a national scandal” - the lancet,0.6,0.0,0.4,0.0,0.0
asklennonstella what was your favourite moment of your uk tour this year you were my last gig pre the uk lockdown and i'm so grateful for that amazing memory,0.5,0.0,0.25,0.0,0.25
boris johnson had the symptoms when he stepped outside his house last night for the clapfornhs ignoring his own advice to the rest of us uklockdown covid19 coronavirus,0.0,0.0,0.0,0.0,0.0
so fortunate to have forests at our doorstep during this time greenchainwalk uklockdown closed playgrounds mean more forest fun where little ant can be more imaginative/curious about outdoor play,0.6,0.0,0.0,0.0,0.4
at the end of the first working week of uklockdown what are your weekend plans to relax oh what's that you're staying at home well done stayhomesavelives,0.0,0.2,0.2,0.2,0.4
we have reached the end of the week time for a virtual toast thank you all for staying home and saving lives feelgoodfriday fridayfeeling uklockdown stayhome virtualmeeting,0.0,0.5,0.0,0.5,0.0
chriswhitty reminds me of saladfingers coronavirus uklockdown mondaythoughts,0.0,0.0,0.0,0.0,0.0
daily orientation for gmt zone dwellers today is sunday 29th march day 6 of uk lockdown remember that only half your timepieces are now correct (the later ones usually on a net connected thing),0.25,0.0,0.25,0.0,0.5
